Origin,Destination,Departure Date,Flight Number,Departure Time,Arrival Time,Duration,Price,Stops,Route Type
B6 2551,BOS,MCO,09/03/2025 12:00pm,09/03/2025 3:19pm,199,$179,https://www.jetblue.com/booking/flights?from=BOS&to=MCO&depart=09%2F03%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 451,BOS,MCO,09/03/2025 4:00pm,09/03/2025 7:19pm,199,$179,https://www.jetblue.com/booking/flights?from=BOS&to=MCO&depart=09%2F03%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2261,BOS,MAD,09/03/2025 10:29pm,09/03/2025 11:30am,421,$1158,https://www.jetblue.com/booking/flights?from=BOS&to=MAD&depart=09%2F03%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1620,BOS,LHR,09/03/2025 6:33pm,09/03/2025 6:30am,417,$284,https://www.jetblue.com/booking/flights?from=BOS&to=LHR&depart=09%2F03%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2104,BOS,LGW,09/03/2025 9:48pm,09/03/2025 9:35am,407,$284,https://www.jetblue.com/booking/flights?from=BOS&to=LGW&depart=09%2F03%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1159,BOS,PHL,09/03/2025 8:00am,09/03/2025 9:39am,99,$138,https://www.jetblue.com/booking/flights?from=BOS&to=PHL&depart=09%2F03%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2459,BOS,PHL,09/03/2025 12:40pm,09/03/2025 2:15pm,95,$138,https://www.jetblue.com/booking/flights?from=BOS&to=PHL&depart=09%2F03%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2159,BOS,PHL,09/03/2025 4:05pm,09/03/2025 5:45pm,100,$138,https://www.jetblue.com/booking/flights?from=BOS&to=PHL&depart=09%2F03%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1859,BOS,PHL,09/03/2025 7:45pm,09/03/2025 9:24pm,99,$138,https://www.jetblue.com/booking/flights?from=BOS&to=PHL&depart=09%2F03%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1333,BOS,SFO,09/03/2025 6:15am,09/03/2025 9:50am,395,$274,https://www.jetblue.com/booking/flights?from=BOS&to=SFO&depart=09%2F03%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1833,BOS,SFO,09/03/2025 9:45am,09/03/2025 1:25pm,400,$319,https://www.jetblue.com/booking/flights?from=BOS&to=SFO&depart=09%2F03%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 233,BOS,SFO,09/03/2025 2:55pm,09/03/2025 6:23pm,388,$319,https://www.jetblue.com/booking/flights?from=BOS&to=SFO&depart=09%2F03%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 733,BOS,SFO,09/03/2025 5:50pm,09/03/2025 9:24pm,394,$274,https://www.jetblue.com/booking/flights?from=BOS&to=SFO&depart=09%2F03%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 861,BOS,SJU,09/03/2025 8:00am,09/03/2025 12:07pm,247,$247,https://www.jetblue.com/booking/flights?from=BOS&to=SJU&depart=09%2F03%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2023,BOS,STI,09/03/2025 7:05am,09/03/2025 10:54am,229,$206,https://www.jetblue.com/booking/flights?from=BOS&to=STI&depart=09%2F03%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,737
B6 2494,DCA,ACK,09/03/2025 3:31pm,09/03/2025 4:59pm,88,$85,https://www.jetblue.com/booking/flights?from=DCA&to=ACK&depart=09%2F03%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1014,CUN,MCO,09/03/2025 3:40pm,09/03/2025 6:40pm,120,$257,https://www.jetblue.com/booking/flights?from=CUN&to=MCO&depart=09%2F03%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 152,CUN,JFK,09/03/2025 11:20am,09/03/2025 4:07pm,227,$784,https://www.jetblue.com/booking/flights?from=CUN&to=JFK&depart=09%2F03%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1052,CUN,JFK,09/03/2025 2:35pm,09/03/2025 7:28pm,233,$784,https://www.jetblue.com/booking/flights?from=CUN&to=JFK&depart=09%2F03%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1796,CUN,FLL,09/03/2025 1:00pm,09/03/2025 3:48pm,108,$341,https://www.jetblue.com/booking/flights?from=CUN&to=FLL&depart=09%2F03%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1532,CTG,JFK,09/03/2025 3:05pm,09/03/2025 9:06pm,301,$615,https://www.jetblue.com/booking/flights?from=CTG&to=JFK&depart=09%2F03%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2040,CLE,BOS,09/03/2025 11:00am,09/03/2025 12:47pm,107,$299,https://www.jetblue.com/booking/flights?from=CLE&to=BOS&depart=09%2F03%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 640,CLE,BOS,09/03/2025 4:15pm,09/03/2025 6:04pm,109,$124,https://www.jetblue.com/booking/flights?from=CLE&to=BOS&depart=09%2F03%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2474,CHS,JFK,09/03/2025 11:10am,09/03/2025 1:00pm,110,$159,https://www.jetblue.com/booking/flights?from=CHS&to=JFK&depart=09%2F03%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 68,CHS,BOS,09/03/2025 12:54pm,09/03/2025 3:07pm,133,$169,https://www.jetblue.com/booking/flights?from=CHS&to=BOS&depart=09%2F03%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1908,CDG,JFK,09/03/2025 1:25pm,09/03/2025 3:53pm,508,$1107,https://www.jetblue.com/booking/flights?from=CDG&to=JFK&depart=09%2F03%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 34,CDG,BOS,09/03/2025 11:15am,09/03/2025 1:10pm,475,$1161,https://www.jetblue.com/booking/flights?from=CDG&to=BOS&depart=09%2F03%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 359,BUR,JFK,09/03/2025 9:00pm,09/03/2025 5:25am,325,$359,https://www.jetblue.com/booking/flights?from=BUR&to=JFK&depart=09%2F03%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 85,BUF,MCO,09/03/2025 11:35am,09/03/2025 2:22pm,167,$184,https://www.jetblue.com/booking/flights?from=BUF&to=MCO&depart=09%2F03%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2001,BUF,JFK,09/03/2025 6:00am,09/03/2025 7:25am,85,$114,https://www.jetblue.com/booking/flights?from=BUF&to=JFK&depart=09%2F03%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1901,BUF,JFK,09/03/2025 9:38am,09/03/2025 10:59am,81,$114,https://www.jetblue.com/booking/flights?from=BUF&to=JFK&depart=09%2F03%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2901,BUF,JFK,09/03/2025 3:55pm,09/03/2025 5:26pm,91,$139,https://www.jetblue.com/booking/flights?from=BUF&to=JFK&depart=09%2F03%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 201,BUF,JFK,09/03/2025 7:59pm,09/03/2025 9:30pm,91,$114,https://www.jetblue.com/booking/flights?from=BUF&to=JFK&depart=09%2F03%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2465,BUF,FLL,09/03/2025 8:30am,09/03/2025 11:33am,183,$199,https://www.jetblue.com/booking/flights?from=BUF&to=FLL&depart=09%2F03%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 716,BUF,BOS,09/03/2025 7:00am,09/03/2025 8:24am,84,$64,https://www.jetblue.com/booking/flights?from=BUF&to=BOS&depart=09%2F03%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1216,BUF,BOS,09/03/2025 10:00am,09/03/2025 11:27am,87,$64,https://www.jetblue.com/booking/flights?from=BUF&to=BOS&depart=09%2F03%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 229,BQN,MCO,09/03/2025 8:07pm,09/03/2025 10:59pm,172,$401,https://www.jetblue.com/booking/flights?from=BQN&to=MCO&depart=09%2F03%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 538,BQN,JFK,09/03/2025 5:01am,09/03/2025 8:52am,231,$462,https://www.jetblue.com/booking/flights?from=BQN&to=JFK&depart=09%2F03%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 891,BOS,TPA,09/03/2025 6:00am,09/03/2025 9:21am,201,$159,https://www.jetblue.com/booking/flights?from=BOS&to=TPA&depart=09%2F03%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 691,BOS,TPA,09/03/2025 2:20pm,09/03/2025 5:44pm,204,$159,https://www.jetblue.com/booking/flights?from=BOS&to=TPA&depart=09%2F03%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 591,BOS,TPA,09/03/2025 6:15pm,09/03/2025 9:37pm,202,$194,https://www.jetblue.com/booking/flights?from=BOS&to=TPA&depart=09%2F03%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 845,BOS,SYR,09/03/2025 6:40pm,09/03/2025 8:00pm,80,$89,https://www.jetblue.com/booking/flights?from=BOS&to=SYR&depart=09%2F03%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 287,BOS,LAX,09/03/2025 7:00am,09/03/2025 10:10am,370,$134,https://www.jetblue.com/booking/flights?from=BOS&to=LAX&depart=09%2F03%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 687,BOS,LAX,09/03/2025 9:00am,09/03/2025 12:08pm,368,$279,https://www.jetblue.com/booking/flights?from=BOS&to=LAX&depart=09%2F03%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 387,BOS,LAX,09/03/2025 2:45pm,09/03/2025 5:59pm,374,$279,https://www.jetblue.com/booking/flights?from=BOS&to=LAX&depart=09%2F03%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 187,BOS,LAX,09/03/2025 6:59pm,09/03/2025 10:20pm,381,$319,https://www.jetblue.com/booking/flights?from=BOS&to=LAX&depart=09%2F03%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 554,DCA,BOS,09/03/2025 10:00am,09/03/2025 11:35am,95,$90,https://www.jetblue.com/booking/flights?from=DCA&to=BOS&depart=09%2F03%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2454,DCA,BOS,09/03/2025 11:55am,09/03/2025 1:28pm,93,$90,https://www.jetblue.com/booking/flights?from=DCA&to=BOS&depart=09%2F03%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1354,DCA,BOS,09/03/2025 1:45pm,09/03/2025 3:19pm,94,$90,https://www.jetblue.com/booking/flights?from=DCA&to=BOS&depart=09%2F03%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 56,DCA,BOS,09/03/2025 3:15pm,09/03/2025 4:53pm,98,$90,https://www.jetblue.com/booking/flights?from=DCA&to=BOS&depart=09%2F03%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2954,DCA,BOS,09/03/2025 4:50pm,09/03/2025 6:24pm,94,$90,https://www.jetblue.com/booking/flights?from=DCA&to=BOS&depart=09%2F03%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2754,DCA,BOS,09/03/2025 6:55pm,09/03/2025 8:30pm,95,$90,https://www.jetblue.com/booking/flights?from=DCA&to=BOS&depart=09%2F03%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1177,BOS,LAS,09/03/2025 8:00am,09/03/2025 10:49am,349,$289,https://www.jetblue.com/booking/flights?from=BOS&to=LAS&depart=09%2F03%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 977,BOS,LAS,09/03/2025 4:40pm,09/03/2025 7:33pm,353,$289,https://www.jetblue.com/booking/flights?from=BOS&to=LAS&depart=09%2F03%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 777,BOS,LAS,09/03/2025 7:07pm,09/03/2025 9:58pm,351,$289,https://www.jetblue.com/booking/flights?from=BOS&to=LAS&depart=09%2F03%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 109,BOS,JAX,09/03/2025 9:00am,09/03/2025 11:56am,176,$184,https://www.jetblue.com/booking/flights?from=BOS&to=JAX&depart=09%2F03%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 737,BDL,MCO,09/03/2025 9:23am,09/03/2025 12:18pm,175,$169,https://www.jetblue.com/booking/flights?from=BDL&to=MCO&depart=09%2F03%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,737
B6 676,BDL,JFK,09/03/2025 7:10am,09/03/2025 7:59am,49,$59,https://www.jetblue.com/booking/flights?from=BDL&to=JFK&depart=09%2F03%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 959,BDL,FLL,09/03/2025 7:05am,09/03/2025 10:13am,188,$124,https://www.jetblue.com/booking/flights?from=BDL&to=FLL&depart=09%2F03%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,737
B6 204,BDA,BOS,09/03/2025 1:50pm,09/03/2025 3:12pm,142,$375,https://www.jetblue.com/booking/flights?from=BDA&to=BOS&depart=09%2F03%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 592,AUS,BOS,09/03/2025 12:42pm,09/03/2025 5:49pm,247,$149,https://www.jetblue.com/booking/flights?from=AUS&to=BOS&depart=09%2F03%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 574,AUA,BOS,09/03/2025 2:20pm,09/03/2025 7:17pm,297,$564,https://www.jetblue.com/booking/flights?from=AUA&to=BOS&depart=09%2F03%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 320,ATL,JFK,09/03/2025 7:45am,09/03/2025 9:59am,134,$144,https://www.jetblue.com/booking/flights?from=ATL&to=JFK&depart=09%2F03%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 920,ATL,JFK,09/03/2025 1:49pm,09/03/2025 3:59pm,130,$90,https://www.jetblue.com/booking/flights?from=ATL&to=JFK&depart=09%2F03%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 520,ATL,JFK,09/03/2025 7:15pm,09/03/2025 9:35pm,140,$144,https://www.jetblue.com/booking/flights?from=ATL&to=JFK&depart=09%2F03%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1475,BDL,SJU,09/03/2025 8:15am,09/03/2025 12:04pm,229,$275,https://www.jetblue.com/booking/flights?from=BDL&to=SJU&depart=09%2F03%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,737
B6 1096,ATL,BOS,09/03/2025 7:00am,09/03/2025 9:30am,150,$195,https://www.jetblue.com/booking/flights?from=ATL&to=BOS&depart=09%2F03%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 896,ATL,BOS,09/03/2025 12:32pm,09/03/2025 3:10pm,158,$195,https://www.jetblue.com/booking/flights?from=ATL&to=BOS&depart=09%2F03%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 32,AMS,BOS,09/03/2025 11:20am,09/03/2025 1:20pm,480,$766,https://www.jetblue.com/booking/flights?from=AMS&to=BOS&depart=09%2F03%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 120,ALB,MCO,09/03/2025 8:00am,09/03/2025 10:56am,176,$144,https://www.jetblue.com/booking/flights?from=ALB&to=MCO&depart=09%2F03%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 92,ACK,JFK,09/03/2025 4:10pm,09/03/2025 5:29pm,79,$239,https://www.jetblue.com/booking/flights?from=ACK&to=JFK&depart=09%2F03%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2665,ACK,HPN,09/03/2025 2:26pm,09/03/2025 3:27pm,61,$104,https://www.jetblue.com/booking/flights?from=ACK&to=HPN&depart=09%2F03%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2493,ACK,DCA,09/03/2025 10:45am,09/03/2025 12:20pm,95,$144,https://www.jetblue.com/booking/flights?from=ACK&to=DCA&depart=09%2F03%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1151,ACK,BOS,09/03/2025 6:04pm,09/03/2025 6:52pm,60,$74,https://www.jetblue.com/booking/flights?from=ACK&to=BOS&depart=09%2F03%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 66,ABQ,JFK,09/03/2025 11:59pm,09/03/2025 6:16am,257,$235,https://www.jetblue.com/booking/flights?from=ABQ&to=JFK&depart=09%2F03%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1769,JFK,GYE,09/03/2025 1:19pm,09/03/2025 6:51pm,392,$253,https://www.jetblue.com/booking/flights?from=JFK&to=GYE&depart=09%2F03%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2289,AMS,JFK,09/03/2025 1:40pm,09/03/2025 4:09pm,509,$766,https://www.jetblue.com/booking/flights?from=AMS&to=JFK&depart=09%2F03%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 662,BGI,JFK,09/03/2025 3:23pm,09/03/2025 8:30pm,307,$459,https://www.jetblue.com/booking/flights?from=BGI&to=JFK&depart=09%2F03%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 806,BNA,BOS,09/03/2025 8:10am,09/03/2025 11:43am,153,$119,https://www.jetblue.com/booking/flights?from=BNA&to=BOS&depart=09%2F03%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1806,BNA,BOS,09/03/2025 10:35am,09/03/2025 2:09pm,154,$119,https://www.jetblue.com/booking/flights?from=BNA&to=BOS&depart=09%2F03%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1306,BNA,BOS,09/03/2025 3:08pm,09/03/2025 6:43pm,155,$119,https://www.jetblue.com/booking/flights?from=BNA&to=BOS&depart=09%2F03%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
